102929;40,920404;39,19209
23579;40,246859;35,51488 
365611;46,867656;33,583913
498401;50,523429;29,461285
104102;37,4816667;-83,3252778
372437;11,166667;106,316667
363384;49,377695;37,621363
607700;60,433333;28,45
404775;32,4005556;-93,8425
419346;57,998332;41,80116
11548;36,7019444;-81,4405556
153664;-0,7666667;29,8
112544;56,946582;39,442254
198435;40,6905556;-89,8919444
158761;37,4544444;-76,8405556
9051;33,5666667;-86,7844444
114545;38,5738889;-86,7977778
116533;34,3180556;-86,4958333
476315;47,418361;38,257865
35964;38,7916667;-77,1511111
