102929;40,920404;39,19209
23579;40,246859;35,51488
365611;46,867656;33,583913
498401;50,523429;29,461285
104102;37,4816667;-83,3252778
372437;11,166667;106,316667
363384;49,377695;37,621363
607700;60,433333;28,45
404775;32,4005556;-93,8425
419346;57,998332;41,80116
11548;36,7019444;-81,4405556
153664;-0,7666667;29,8
112544;56,946582;39,442254
198435;40,6905556;-89,8919444
158761;37,4544444;-76,8405556
9051;33,5666667;-86,7844444
114545;38,5738889;-86,7977778
116533;34,3180556;-86,4958333
476315;47,418361;38,257865
35964;38,7916667;-77,1511111
548001;40,0094444;-87,6788889
575530;-23,1;29,733333
71125;40,9819444;-75,4663889
5396;55,65;101,516667
317033;-31,700911;28,498319
32809;-29,355192;30,528015
54266;40,3886111;-78,8625
80115;56,016022;40,846438
236276;-34,019452;18,4216
44682;37,4674;47,4401
245723;36,969202;50,078877
493460;-13,8666667;32,15
223438;36,400546;58,516866
88652;-25,168731;26,677808
82175;40,90565;37,269419
105805;67,666667;156,25
203988;36,683333;51,383333
329882;55,0613;82,4849
513588;38,359244;36,003882
178313;36,725732;33,088688
235694;-14,2;167,5666667
262865;45,4;8,716667
86491;58,85;14,633333
37843;23,6;120,15
125096;63,25;14,116667
287838;65,95;20,25
266573;44,016667;11,783333
280614;25,0166667;121,6166667
68496;63,066667;15,55
136902;60,083333;15,9
58686;57,75;18,816667
11257;61,2;14,033333
207852;25;121,4961111
295169;24,3666667;120,7666667
426632;59,366667;15,166667
61908;42,133333;12,583333
608835;59,258333;18,75
232064;22,4833333;120,9166667
839474;52,8;7,166667
293041;-6,3;-39,4
136094;19,15;32,6
170170;14,7;33,1166667
102161;-20,7;24,4333333
134778;51,233333;12,55
393021;-9,8166667;160,0833333
156326;52,8911111;28,6886111
579132;60,95;16,616667
167488;47,5;10,25
409707;54,9666667;27,3833333
313669;48,5;12,116667
633553;52,0666667;24,4833333
10590;48,8833333;18
279052;54,3;13,05
223371;46,3666667;15,3166667
335470;53,95;9,716667
22170;-37,716667;-72,233333
59174;47,7;11,016667
405062;48,6166667;21,5
306782;53,516667;9,383333
649;48,5166667;21,8166667
763600;47,616667;10,666667
317614;46,5666667;15,7333333
381438;46,7833333;16,0666667
96483;-6,502778;108,101111
73897;39,6452778;-94,5175
32164;38,8302778;-94,3155556
84532;36,6066667;-90,0930556
386664;30,6377778;-97,5405556
169470;37,0888889;-94,5486111
762883;-6,075278;106,444444
119369;38,033333;15,9
324186;9,529444;105,688333
586810;38,166667;15,366667
64956;43,25;11,216667
26048;10,283333;106,7
74333;43,7;10,583333
292846;14,1;109,05
269261;18,25;-76,8833333
53647;16,0666667;44,05
537350;43,666667;12,733333
766215;15;47,1666667
654493;44,683333;10,3
305485;-24,980987;29,456783
69970;43,066667;13,083333
182619;39,532778;26,120556
375358;42,216667;13,9
184147;39,013889;29,637222
442546;43,65;12,583333
254808;41,612107;33,318219
452213;41,6319444;-73,9472222
143383;48,7163889;-99,4575
527366;39,2461111;-84,2933333
32622;40,6386111;-73,6405556
1220;41,7516667;-75,9505556
474087;34,6138889;-78,1852778
534429;36,0163889;-79,7766667
789545;35,4691667;-82,5766667
365087;43,3111111;-78,2808333
157054;40,9283333;-73,8641667
149497;39,9477778;-74,6925
138703;31,4405556;-108,4269444
150492;36,0305556;-75,6763889
363573;34,7813889;-79,4622222
50214;35,0041667;-80,5113889
284636;20,8;106,283333
408299;9,705278;106,057778
253090;21,964284;105,127044
150910;22,845306;105,034945
409965;20,45;106,333333
135103;14,916667;108,766667
55285;14,616667;107,683333
101701;22,866667;106,65
250220;22,583333;106,516667
208210;22,8;105,35
35825;21,7;104,033333
158183;20,95;105,716667
456266;21,45;104,85
342324;22,55;103,816667
435631;15,133333;108,366667
201040;-17,3155556;31,5705556
95252;39,68546;40,464422
58755;39,752857;33,229647
13099;41,908418;34,123753
294360;40,495422;37,769339
28721;40,141068;35,830294
467521;36,655282;36,404553
356580;40,453458;41,511273
183215;40,91258;40,11676
759209;40,216976;34,811043
20118;30,5971;50,4631
